"section_id","station_x","elevation_z"
"41","0.000000","39.912000"
"41","5.011000","37.119000"
"41","19.513000","37.044000"
"41","43.053000","34.845000"
"41","59.795000","33.161000"
"41","90.812000","32.033000"
"41","131.822000","31.000000"
"41","166.958000","30.773000"
"41","213.424000","30.290000"
"41","220.922000","30.079000"
"41","235.827000","28.125000"
"41","276.660000","28.000000"
"41","286.582000","28.100000"
"41","311.556000","35.841000"
"41","324.044000","36.167000"
"42","0.000000","36.526000"
"42","33.465000","32.186000"
"42","35.645000","31.795000"
"42","65.772000","31.954000"
"42","120.866000","33.000000"
"42","147.467000","32.104000"
"42","193.794000","31.018000"
"42","218.383000","30.000000"
"42","225.750000","28.019000"
"42","260.402000","28.000000"
"42","270.504000","28.056000"
"42","282.386000","29.071000"
"42","292.683000","30.593000"
"42","304.961000","33.693000"
"42","323.179000","36.853000"
"43","0.000000","37.771000"
"43","58.313000","32.009000"
"43","109.398000","31.000000"
"43","143.744000","30.200000"
"43","152.806000","29.939000"
"43","172.294000","27.344000"
"43","178.171000","26.977000"
"43","208.886000","28.000000"
"43","218.074000","29.457000"
"43","230.447000","32.879000"
"43","233.540000","32.902000"
"43","243.748000","35.175000"
"43","252.409000","36.397000"
"44","0.000000","36.153000"
"44","13.421000","35.948000"
"44","38.026000","31.006000"
"44","50.328000","31.138000"
"44","77.170000","29.334000"
"44","96.183000","28.019000"
"44","120.916000","28.000000"
"44","131.227000","28.019000"
"44","145.020000","29.597000"
"44","147.257000","30.029000"
"44","148.748000","30.931000"
"44","154.340000","30.574000"
"44","172.608000","32.434000"
"44","177.454000","32.998000"
"44","203.334000","33.955000"
"44","214.734000","34.482000"
"44","230.019000","34.125000"
"44","238.594000","34.200000"
"44","296.309000","35.294000"
"44","304.207000","36.547000"
"45","0.000000","36.096000"
"45","9.756000","35.948000"
"45","28.008000","34.044000"
"45","51.262000","31.000000"
"45","54.128000","31.138000"
"45","70.807000","30.737000"
"45","86.541000","29.785000"
"45","102.906000","27.956000"
"45","114.549000","27.029000"
"45","120.843000","25.376000"
"45","125.249000","25.551000"
"45","130.599000","27.029000"
"45","140.040000","28.157000"
"45","151.369000","29.058000"
"45","157.977000","30.061000"
"45","190.076000","31.188000"
"45","229.728000","32.967000"
"45","237.596000","34.745000"
"45","247.351000","35.672000"
"45","256.792000","36.190000"
"46","0.000000","36.742000"
"46","51.924000","32.466000"
"46","70.492000","31.029000"
"46","111.743000","31.016000"
"46","120.083000","31.029000"
"46","127.460000","30.633000"
"46","153.280000","29.610000"
"46","171.722000","29.025000"
"46","196.313000","27.042000"
"46","201.640000","27.000000"
"46","209.018000","27.939000"
"46","219.673000","30.027000"
"46","240.985000","30.967000"
"46","281.969000","31.551000"
"46","296.313000","31.468000"
"46","330.648000","36.218000"
"46","334.428000","36.218000"
"47","2.535000","36.600000"
"47","33.277000","33.630000"
"47","61.188000","31.150000"
"47","102.739000","30.049000"
"47","113.396000","30.846000"
"47","140.045000","29.673000"
"47","153.553000","29.376000"
"47","185.472000","27.929000"
"47","201.604000","26.942000"
"47","213.616000","26.896000"
"47","230.778000","28.549000"
"47","237.985000","29.353000"
"47","241.074000","29.330000"
"47","257.549000","29.996000"
"47","263.384000","31.810000"
"47","270.248000","34.106000"
"47","282.604000","36.013000"
"48","0.000000","36.442000"
"48","9.720000","36.234000"
"48","42.643000","32.045000"
"48","49.483000","30.963000"
"48","60.970000","30.023000"
"48","64.946000","30.946000"
"48","75.992000","28.089000"
"48","106.233000","28.000000"
"48","121.057000","28.035000"
"48","131.660000","28.994000"
"48","167.889000","30.058000"
"48","209.358000","30.808000"
"48","283.609000","31.736000"
"48","304.445000","31.800000"
"48","341.233000","34.525000"
"48","360.519000","36.111000"
"49","0.000000","36.380000"
"49","8.765000","36.196000"
"49","44.268000","30.666000"
"49","57.284000","27.975000"
"49","60.727000","26.712000"
"49","64.484000","26.046000"
"49","98.917000","26.000000"
"49","114.568000","26.942000"
"49","133.976000","27.676000"
"49","154.010000","29.031000"
"49","156.514000","29.031000"
"49","206.912000","29.996000"
"49","215.363000","34.497000"
"49","218.494000","34.681000"
"49","224.754000","34.772000"
"49","239.467000","31.121000"
"49","247.605000","33.716000"
"49","255.431000","36.093000"
"50","0.000000","36.303000"
"50","8.533000","30.035000"
"50","19.005000","29.209000"
"50","25.598000","27.731000"
"50","32.967000","25.902000"
"50","39.173000","25.075000"
"50","60.893000","25.025000"
"50","67.486000","28.582000"
"50","71.753000","29.585000"
"50","114.474000","30.000000"
"50","153.829000","31.000000"
"50","180.462000","32.282000"
"50","219.153000","34.029000"
"50","243.280000","35.145000"
"50","311.851000","36.594000"
"50","316.487000","36.881000"
"51","0.000000","36.318000"
"51","14.281000","36.299000"
"51","28.298000","30.010000"
"51","52.100000","29.008000"
"51","74.050000","25.301000"
"51","89.654000","27.154000"
"51","106.844000","28.983000"
"51","126.150000","29.735000"
"51","139.902000","30.061000"
"51","157.093000","30.937000"
"51","177.631000","32.956000"
"51","215.804000","36.124000"
"52","1.512000","36.100000"
"52","24.185000","30.000000"
"52","40.899000","29.318000"
"52","49.925000","29.025000"
"52","56.380000","27.835000"
"52","64.449000","27.084000"
"52","77.174000","27.000000"
"52","86.719000","27.063000"
"52","95.712000","27.422000"
"52","107.052000","27.835000"
"52","125.772000","28.315000"
"52","146.106000","28.608000"
"52","172.894000","29.004000"
"52","199.854000","30.000000"
"52","212.738000","30.744000"
"52","254.406000","36.541000"
"52","264.879000","36.601000"
"53","0.000000","36.065000"
"53","40.313000","33.869000"
"53","43.341000","34.313000"
"53","64.679000","34.286000"
"53","95.618000","31.760000"
"53","107.353000","31.029000"
"53","154.267000","30.076000"
"53","164.030000","29.781000"
"53","195.982000","30.666000"
"53","204.705000","30.731000"
"53","230.888000","29.000000"
"53","245.379000","28.044000"
"53","256.714000","26.578000"
"53","270.717000","25.140000"
"53","285.386000","24.787000"
"53","318.797000","24.858000"
"53","346.731000","26.958000"
"53","354.733000","28.912000"
"53","375.403000","30.405000"
"53","445.920000","32.705000"
"53","491.278000","33.300000"
"53","535.232000","34.674000"
"53","544.101000","35.832000"
"54","0.000000","36.094000"
"54","35.060000","35.925000"
"54","54.581000","34.341000"
"54","73.655000","32.018000"
"54","100.362000","31.142000"
"54","109.305000","30.689000"
"54","121.679000","29.896000"
"54","128.455000","28.507000"
"54","138.177000","27.099000"
"54","167.285000","27.000000"
"54","192.388000","28.388000"
"54","203.289000","28.983000"
"54","216.547000","30.709000"
"54","222.734000","30.034000"
"54","233.635000","34.100000"
"54","240.411000","35.910000"
"55","0.000000","36.094000"
"55","35.060000","35.925000"
"55","54.581000","34.341000"
"55","73.655000","32.018000"
"55","100.362000","31.142000"
"55","109.305000","30.689000"
"55","121.679000","29.896000"
"55","128.455000","28.507000"
"55","138.177000","27.099000"
"55","167.285000","27.000000"
"55","192.388000","28.388000"
"55","203.289000","28.983000"
"55","216.547000","30.709000"
"55","222.734000","30.034000"
"55","233.635000","34.100000"
"55","240.411000","35.910000"
"56","0.000000","36.094000"
"56","35.060000","35.925000"
"56","54.581000","34.341000"
"56","73.655000","32.018000"
"56","100.362000","31.142000"
"56","109.305000","30.689000"
"56","121.679000","29.896000"
"56","128.455000","28.507000"
"56","138.177000","27.099000"
"56","167.285000","27.000000"
"56","192.388000","28.388000"
"56","203.289000","28.983000"
"56","216.547000","30.709000"
"56","222.734000","30.034000"
"56","233.635000","34.100000"
"56","240.411000","35.910000"
"57","0.000000","36.159000"
"57","29.927000","35.724000"
"57","33.928000","34.395000"
"57","45.182000","34.720000"
"57","56.436000","34.829000"
"57","61.688000","35.290000"
"57","75.944000","35.887000"
"57","85.697000","36.539000"
"57","90.199000","36.593000"
"57","94.701000","36.484000"
"57","108.956000","32.386000"
"57","156.452000","30.252000"
"57","205.831000","29.098000"
"57","226.000000","25.846000"
"57","241.005000","24.814000"
"57","266.515000","24.081000"
"57","292.775000","23.973000"
"57","313.032000","25.058000"
"57","328.788000","26.144000"
"57","350.546000","29.048000"
"57","496.475000","30.434000"
"57","556.252000","31.000000"
"57","611.644000","36.042000"
"58","0.000000","35.987000"
"58","45.719000","36.173000"
"58","83.923000","36.073000"
"58","105.644000","34.666000"
"58","148.430000","30.987000"
"58","174.046000","30.661000"
"58","207.414000","30.245000"
"58","276.048000","29.087000"
"58","333.185000","25.701000"
"58","345.711000","25.175000"
"58","353.853000","25.150000"
"58","391.877000","25.000000"
"58","402.703000","25.125000"
"58","423.629000","25.943000"
"58","440.280000","29.134000"
"58","454.685000","30.186000"
"58","468.463000","31.088000"
"58","496.656000","35.278000"
"58","511.051000","35.556000"
"59","0.000000","35.879000"
"59","22.826000","34.599000"
"59","78.923000","30.000000"
"59","153.920000","29.401000"
