"section_id","time_hours","water_level_m","discharge_m3s"
"2_sec2_0","48.0","35.806","52.46"
"2_sec2_0","49.0","35.795","52.293"
"2_sec2_0","50.0","35.784","52.126"
"2_sec2_0","51.0","35.773","51.969"
"2_sec2_0","52.0","35.762","51.8"
"2_sec2_0","53.0","35.751","51.63"
"2_sec2_0","54.0","35.74","51.461"
"2_sec2_0","55.0","35.729","51.293"
"2_sec2_0","56.0","35.719","51.133"
"2_sec2_0","57.0","35.709","50.968"
"2_sec2_0","58.0","35.698","50.801"
"2_sec2_0","59.0","35.688","50.637"
"2_sec2_0","60.0","35.678","50.47"
"2_sec2_0","61.0","35.668","50.304"
"2_sec2_0","62.0","35.658","50.138"
"2_sec2_0","63.0","35.648","49.98"
"2_sec2_0","64.0","35.639","49.816"
"2_sec2_0","65.0","35.629","49.651"
"2_sec2_0","66.0","35.62","49.543"
"2_sec2_0","67.0","35.61","49.443"
"2_sec2_0","68.0","35.602","49.337"
"2_sec2_0","69.0","35.593","49.239"
"2_sec2_0","70.0","35.584","49.143"
"2_sec2_0","71.0","35.576","49.048"
"2_sec2_0","72.0","35.567","48.953"
"2_sec2_0","73.0","35.559","48.858"
"2_sec2_0","74.0","35.55","48.764"
"2_sec2_0","75.0","35.542","48.661"
"2_sec2_0","76.0","35.534","48.565"
"2_sec2_0","77.0","35.526","48.47"
"2_sec2_0","78.0","35.518","48.374"
"2_sec2_0","79.0","35.51","48.279"
"2_sec2_0","80.0","35.503","48.176"
"2_sec2_0","81.0","35.495","48.08"
"2_sec2_0","82.0","35.488","47.985"
"2_sec2_0","83.0","35.48","47.933"
"2_sec2_0","84.0","35.472","47.881"
"2_sec2_0","85.0","35.463","47.79"
"2_sec2_0","86.0","35.454","47.696"
"2_sec2_0","87.0","35.446","47.593"
"2_sec2_0","88.0","35.437","47.495"
"2_sec2_0","89.0","35.428","47.399"
"2_sec2_0","90.0","35.42","47.362"
"2_sec2_0","91.0","35.412","47.3"
"2_sec2_0","92.0","35.404","47.236"
"2_sec2_0","93.0","35.397","47.178"
"2_sec2_0","94.0","35.389","47.114"
"2_sec2_0","95.0","35.381","47.059"
"20","0.0","36.108","0.0"
"20","1.0","36.126","66.043"
"20","2.0","36.123","64.484"
"20","3.0","36.122","63.687"
"20","4.0","36.122","63.282"
"20","5.0","36.122","62.874"
"20","6.0","36.122","62.448"
"20","7.0","36.123","62.198"
"20","8.0","36.123","62.006"
"20","9.0","36.123","61.861"
"20","10.0","36.122","61.736"
"20","11.0","36.12","61.62"
"20","12.0","36.117","61.498"
"20","13.0","36.113","61.365"
"20","14.0","36.109","61.226"
"20","15.0","36.104","61.073"
"20","16.0","36.098","60.909"
"20","17.0","36.091","60.743"
"20","18.0","36.085","60.579"
"20","19.0","36.077","60.412"
"20","20.0","36.069","60.249"
"20","21.0","36.061","60.066"
"20","22.0","36.053","59.87"
"20","23.0","36.044","59.663"
"20","24.0","36.034","59.454"
"20","25.0","36.025","59.23"
"20","26.0","36.015","59.006"
"20","27.0","36.005","58.775"
"20","28.0","35.995","58.536"
"20","29.0","35.984","58.291"
"20","30.0","35.973","58.043"
"20","31.0","35.963","57.788"
"20","32.0","35.951","57.55"
"20","33.0","35.94","57.326"
"20","34.0","35.928","57.092"
"20","35.0","35.916","56.837"
"20","36.0","35.904","56.572"
"20","37.0","35.892","56.3"
"20","38.0","35.879","56.027"
"20","39.0","35.867","55.748"
"20","40.0","35.854","55.463"
"20","41.0","35.842","55.184"
"20","42.0","35.829","54.954"
"20","43.0","35.817","54.749"
"20","44.0","35.805","54.557"
"20","45.0","35.792","54.372"
"20","46.0","35.78","54.193"
"20","47.0","35.768","54.007"
"20","48.0","35.756","53.821"
"20","49.0","35.745","53.635"
"20","50.0","35.733","53.449"
"20","51.0","35.721","53.275"
"20","52.0","35.709","53.073"
"20","53.0","35.698","52.876"
"20","54.0","35.687","52.683"
"20","55.0","35.676","52.493"
"20","56.0","35.665","52.306"
"20","57.0","35.654","52.126"
"20","58.0","35.643","51.943"
"20","59.0","35.632","51.761"
"20","60.0","35.621","51.578"
"20","61.0","35.611","51.396"
"20","62.0","35.6","51.213"
"20","63.0","35.59","51.036"
"20","64.0","35.579","50.857"
"20","65.0","35.569","50.677"
"20","66.0","35.559","50.529"
"20","67.0","35.549","50.401"
"20","68.0","35.54","50.277"
"20","69.0","35.53","50.159"
"20","70.0","35.521","50.045"
"20","71.0","35.512","49.936"
"20","72.0","35.502","49.829"
"20","73.0","35.493","49.718"
"20","74.0","35.484","49.614"
"20","75.0","35.475","49.501"
"20","76.0","35.467","49.388"
"20","77.0","35.458","49.278"
"20","78.0","35.449","49.167"
"20","79.0","35.441","49.057"
"20","80.0","35.432","48.942"
"20","81.0","35.424","48.831"
"20","82.0","35.416","48.723"
"20","83.0","35.408","48.638"
"20","84.0","35.4","48.626"
"20","85.0","35.393","48.521"
"20","86.0","35.385","48.406"
"20","87.0","35.377","48.283"
"20","88.0","35.37","48.16"
"20","89.0","35.362","48.039"
"20","90.0","35.355","47.958"
"20","91.0","35.347","47.87"
"20","92.0","35.34","47.785"
"20","93.0","35.333","47.701"
"20","94.0","35.326","47.616"
"20","95.0","35.319","47.536"
"21","0.0","36.093","2.0"
"21","1.0","36.095","65.851"
"21","2.0","36.093","64.359"
"21","3.0","36.093","63.659"
"21","4.0","36.093","63.273"
"21","5.0","36.093","62.819"
"21","6.0","36.094","62.356"
"21","7.0","36.095","62.137"
"21","8.0","36.095","62.003"
"21","9.0","36.095","61.931"
"21","10.0","36.094","61.891"
"21","11.0","36.092","61.859"
"21","12.0","36.089","61.82"
"21","13.0","36.085","61.767"
"21","14.0","36.081","61.7"
"21","15.0","36.076","61.615"
"21","16.0","36.07","61.514"
"21","17.0","36.063","61.411"
"21","18.0","36.056","61.296"
"21","19.0","36.049","61.174"
"21","20.0","36.041","61.049"
"21","21.0","36.032","60.902"
"21","22.0","36.023","60.741"
"21","23.0","36.014","60.568"
"21","24.0","36.005","60.389"
"21","25.0","35.995","60.192"
"21","26.0","35.985","59.994"
"21","27.0","35.975","59.788"
"21","28.0","35.964","59.571"
"21","29.0","35.954","59.346"
"21","30.0","35.943","59.117"
"21","31.0","35.931","58.878"
"21","32.0","35.92","58.674"
"21","33.0","35.908","58.478"
"21","34.0","35.896","58.263"
"21","35.0","35.884","58.025"
"21","36.0","35.872","57.772"
"21","37.0","35.859","57.509"
"21","38.0","35.846","57.242"
"21","39.0","35.834","56.968"
"21","40.0","35.821","56.687"
"21","41.0","35.808","56.407"
"21","42.0","35.795","56.155"
"21","43.0","35.782","55.933"
"21","44.0","35.77","55.723"
"21","45.0","35.757","55.53"
"21","46.0","35.745","55.345"
"21","47.0","35.733","55.149"
"21","48.0","35.72","54.953"
"21","49.0","35.708","54.756"
"21","50.0","35.696","54.56"
"21","51.0","35.684","54.383"
"21","52.0","35.672","54.152"
"21","53.0","35.66","53.937"
"21","54.0","35.648","53.73"
"21","55.0","35.637","53.525"
"21","56.0","35.625","53.325"
"21","57.0","35.614","53.138"
"21","58.0","35.603","52.945"
"21","59.0","35.592","52.752"
"21","60.0","35.581","52.56"
"21","61.0","35.57","52.368"
"21","62.0","35.559","52.176"
"21","63.0","35.548","51.987"
"21","64.0","35.538","51.8"
"21","65.0","35.527","51.611"
"21","66.0","35.517","51.44"
"21","67.0","35.506","51.292"
"21","68.0","35.496","51.155"
"21","69.0","35.487","51.024"
"21","70.0","35.477","50.898"
"21","71.0","35.467","50.782"
"21","72.0","35.457","50.665"
"21","73.0","35.448","50.546"
"21","74.0","35.438","50.434"
"21","75.0","35.429","50.314"
"21","76.0","35.42","50.191"
"21","77.0","35.411","50.069"
"21","78.0","35.402","49.947"
"21","79.0","35.393","49.826"
"21","80.0","35.384","49.702"
"21","81.0","35.375","49.582"
"21","82.0","35.366","49.464"
"21","83.0","35.358","49.337"
"21","84.0","35.35","49.314"
"21","85.0","35.342","49.211"
"21","86.0","35.334","49.094"
"21","87.0","35.326","48.97"
"21","88.0","35.318","48.842"
"21","89.0","35.31","48.717"
"21","90.0","35.302","48.614"
"21","91.0","35.294","48.515"
"21","92.0","35.287","48.424"
"21","93.0","35.279","48.329"
"21","94.0","35.272","48.236"
"21","95.0","35.265","48.145"
"22","0.0","36.049","1.0"
"22","1.0","36.066","65.786"
"22","2.0","36.065","64.373"
"22","3.0","36.065","63.638"
"22","4.0","36.065","63.298"
"22","5.0","36.066","62.719"
"22","6.0","36.068","62.255"
"22","7.0","36.069","62.067"
"22","8.0","36.069","61.992"
"22","9.0","36.069","61.993"
"22","10.0","36.068","62.033"
"22","11.0","36.066","62.08"
"22","12.0","36.063","62.118"
"22","13.0","36.059","62.137"
"22","14.0","36.054","62.137"
"22","15.0","36.049","62.115"
"22","16.0","36.043","62.072"
"22","17.0","36.036","62.026"
"22","18.0","36.029","61.957"
"22","19.0","36.021","61.876"
"22","20.0","36.013","61.784"
"22","21.0","36.004","61.672"
"22","22.0","35.995","61.543"
"22","23.0","35.985","61.396"
"22","24.0","35.976","61.241"
"22","25.0","35.966","61.071"
"22","26.0","35.956","60.895"
"22","27.0","35.945","60.711"
"22","28.0","35.935","60.515"
"22","29.0","35.924","60.308"
"22","30.0","35.913","60.094"
"22","31.0","35.901","59.87"
"22","32.0","35.89","59.702"
"22","33.0","35.878","59.528"
"22","34.0","35.865","59.328"
"22","35.0","35.853","59.105"
"22","36.0","35.84","58.865"
"22","37.0","35.828","58.612"
"22","38.0","35.815","58.351"
"22","39.0","35.802","58.084"
"22","40.0","35.789","57.808"
"22","41.0","35.776","57.53"
"22","42.0","35.763","57.267"
"22","43.0","35.75","57.032"
"22","44.0","35.737","56.809"
"22","45.0","35.724","56.613"
"22","46.0","35.711","56.424"
"22","47.0","35.699","56.22"
"22","48.0","35.686","56.017"
"22","49.0","35.673","55.813"
"22","50.0","35.661","55.609"
"22","51.0","35.648","55.427"
"22","52.0","35.636","55.172"
"22","53.0","35.624","54.944"
"22","54.0","35.612","54.724"
"22","55.0","35.6","54.509"
"22","56.0","35.589","54.298"
"22","57.0","35.577","54.097"
"22","58.0","35.566","53.893"
"22","59.0","35.554","53.688"
"22","60.0","35.543","53.485"
"22","61.0","35.532","53.281"
"22","62.0","35.521","53.078"
"22","63.0","35.51","52.876"
"22","64.0","35.499","52.678"
"22","65.0","35.488","52.478"
"22","66.0","35.477","52.288"
"22","67.0","35.467","52.121"
"22","68.0","35.456","51.971"
"22","69.0","35.446","51.826"
"22","70.0","35.436","51.687"
"22","71.0","35.426","51.561"
"22","72.0","35.416","51.433"
"22","73.0","35.406","51.306"
"22","74.0","35.397","51.184"
"22","75.0","35.387","51.054"
"22","76.0","35.377","50.92"
"22","77.0","35.368","50.787"
"22","78.0","35.359","50.653"
"22","79.0","35.35","50.52"
"22","80.0","35.34","50.387"
"22","81.0","35.331","50.257"
"22","82.0","35.323","50.128"
"22","83.0","35.314","49.998"
"22","84.0","35.305","49.931"
"22","85.0","35.297","49.825"
"22","86.0","35.289","49.706"
"22","87.0","35.281","49.578"
"22","88.0","35.272","49.445"
"22","89.0","35.264","49.314"
"22","90.0","35.256","49.195"
"22","91.0","35.248","49.086"
"22","92.0","35.241","48.985"
"22","93.0","35.233","48.88"
"22","94.0","35.225","48.778"
"22","95.0","35.218","48.677"
"23","0.0","36.031","0.0"
"23","1.0","36.033","66.184"
"23","2.0","36.034","64.666"
"23","3.0","36.035","63.598"
"23","4.0","36.036","63.236"
"23","5.0","36.037","62.625"
"23","6.0","36.039","62.159"
"23","7.0","36.04","62.007"
"23","8.0","36.041","61.983"
"23","9.0","36.041","62.044"
"23","10.0","36.039","62.145"
"23","11.0","36.037","62.252"
"23","12.0","36.034","62.348"
"23","13.0","36.03","62.422"
"23","14.0","36.025","62.472"
"23","15.0","36.019","62.496"
"23","16.0","36.013","62.498"
"23","17.0","36.006","62.494"
"23","18.0","35.999","62.461"
"23","19.0","35.991","62.409"
"23","20.0","35.982","62.344"
"23","21.0","35.973","62.257"
"23","22.0","35.964","62.151"
"23","23.0","35.954","62.015"
"23","24.0","35.945","61.874"
"23","25.0","35.935","61.719"
"23","26.0","35.924","61.557"
"23","27.0","35.914","61.385"
"23","28.0","35.903","61.199"
"23","29.0","35.892","61.001"
"23","30.0","35.881","60.793"
"23","31.0","35.869","60.574"
"23","32.0","35.858","60.424"
"23","33.0","35.846","60.259"
"23","34.0","35.834","60.062"
"23","35.0","35.822","59.845"
"23","36.0","35.809","59.607"
"23","37.0","35.797","59.356"
"23","38.0","35.784","59.094"
"23","39.0","35.772","58.825"
"23","40.0","35.759","58.547"
"23","41.0","35.746","58.265"
"23","42.0","35.733","57.991"
"23","43.0","35.72","57.742"
"23","44.0","35.708","57.506"
"23","45.0","35.695","57.305"
"23","46.0","35.683","57.108"
"23","47.0","35.67","56.898"
"23","48.0","35.657","56.688"
"23","49.0","35.645","56.477"
"23","50.0","35.633","56.266"
"23","51.0","35.62","56.078"
"23","52.0","35.608","55.811"
"23","53.0","35.596","55.573"
"23","54.0","35.584","55.343"
"23","55.0","35.572","55.119"
"23","56.0","35.56","54.9"
"23","57.0","35.548","54.689"
"23","58.0","35.536","54.477"
"23","59.0","35.525","54.265"
"23","60.0","35.513","54.054"
"23","61.0","35.502","53.843"
"23","62.0","35.491","53.632"
"23","63.0","35.48","53.424"
"23","64.0","35.469","53.218"
"23","65.0","35.458","53.011"
"23","66.0","35.447","52.811"
"23","67.0","35.436","52.633"
"23","68.0","35.426","52.475"
"23","69.0","35.415","52.322"
"23","70.0","35.405","52.176"
"23","71.0","35.395","52.039"
"23","72.0","35.385","51.903"
"23","73.0","35.375","51.77"
"23","74.0","35.365","51.641"
"23","75.0","35.356","51.504"
"23","76.0","35.346","51.363"
"23","77.0","35.337","51.222"
"23","78.0","35.327","51.08"
"23","79.0","35.318","50.939"
"23","80.0","35.309","50.799"
"23","81.0","35.3","50.664"
"23","82.0","35.291","50.527"
"23","83.0","35.282","50.394"
"23","84.0","35.274","50.302"
"23","85.0","35.265","50.194"
"23","86.0","35.257","50.07"
"23","87.0","35.249","49.939"
"23","88.0","35.241","49.804"
"23","89.0","35.232","49.669"
"23","90.0","35.224","49.541"
"23","91.0","35.216","49.425"
"23","92.0","35.208","49.316"
"23","93.0","35.201","49.205"
"23","94.0","35.193","49.097"
"23","95.0","35.186","48.99"
"24","0.0","36.009","0.0"
"24","1.0","35.987","65.417"
"24","2.0","35.988","64.313"
"24","3.0","35.99","63.376"
"24","4.0","35.991","62.992"
"24","5.0","35.994","62.344"
"24","6.0","35.996","61.94"
"24","7.0","35.998","61.884"
"24","8.0","35.998","61.973"
"24","9.0","35.998","62.159"
"24","10.0","35.996","62.383"
"24","11.0","35.994","62.607"
"24","12.0","35.99","62.813"
"24","13.0","35.986","62.989"
"24","14.0","35.981","63.131"
"24","15.0","35.975","63.239"
"24","16.0","35.968","63.326"
"24","17.0","35.961","63.395"
"24","18.0","35.953","63.423"
"24","19.0","35.945","63.423"
"24","20.0","35.936","63.399"
"24","21.0","35.927","63.352"
"24","22.0","35.917","63.283"
"24","23.0","35.907","63.159"
"24","24.0","35.897","63.041"
"24","25.0","35.887","62.915"
"24","26.0","35.876","62.776"
"24","27.0","35.865","62.623"
"24","28.0","35.854","62.455"
"24","29.0","35.843","62.271"
"24","30.0","35.831","62.074"
"24","31.0","35.819","61.864"
"24","32.0","35.808","61.701"
"24","33.0","35.796","61.535"
"24","34.0","35.784","61.335"
"24","35.0","35.772","61.112"
"24","36.0","35.76","60.867"
"24","37.0","35.748","60.606"
"24","38.0","35.735","60.331"
"24","39.0","35.723","60.047"
"24","40.0","35.71","59.753"
"24","41.0","35.698","59.452"
"24","42.0","35.685","59.152"
"24","43.0","35.672","58.871"
"24","44.0","35.66","58.605"
"24","45.0","35.647","58.387"
"24","46.0","35.635","58.164"
"24","47.0","35.622","57.929"
"24","48.0","35.61","57.691"
"24","49.0","35.598","57.453"
"24","50.0","35.585","57.215"
"24","51.0","35.573","57.013"
"24","52.0","35.56","56.741"
"24","53.0","35.548","56.491"
"24","54.0","35.535","56.251"
"24","55.0","35.523","56.017"
"24","56.0","35.511","55.787"
"24","57.0","35.499","55.563"
"24","58.0","35.487","55.343"
"24","59.0","35.475","55.121"
"24","60.0","35.464","54.901"
"24","61.0","35.452","54.682"
"24","62.0","35.44","54.463"
"24","63.0","35.429","54.245"
"24","64.0","35.418","54.03"
"24","65.0","35.406","53.815"
"24","66.0","35.395","53.603"
"24","67.0","35.384","53.414"
"24","68.0","35.373","53.245"
"24","69.0","35.362","53.084"
"24","70.0","35.352","52.927"
"24","71.0","35.341","52.776"
"24","72.0","35.331","52.63"
"24","73.0","35.32","52.484"
"24","74.0","35.31","52.343"
"24","75.0","35.3","52.196"
"24","76.0","35.29","52.044"
"24","77.0","35.281","51.891"
"24","78.0","35.271","51.739"
"24","79.0","35.262","51.586"
"24","80.0","35.252","51.437"
"24","81.0","35.243","51.292"
"24","82.0","35.234","51.145"
"24","83.0","35.225","50.998"
"24","84.0","35.216","50.882"
"24","85.0","35.207","50.767"
"24","86.0","35.199","50.639"
"24","87.0","35.19","50.502"
"24","88.0","35.182","50.363"
"24","89.0","35.174","50.223"
"24","90.0","35.165","50.084"
"24","91.0","35.157","49.958"
"24","92.0","35.149","49.838"
"24","93.0","35.141","49.718"
"24","94.0","35.133","49.602"
"24","95.0","35.126","49.487"
"25","0.0","35.949","0.0"
"25","1.0","35.912","65.322"
"25","2.0","35.919","63.681"
"25","3.0","35.923","63.062"
"25","4.0","35.925","62.565"
"25","5.0","35.929","61.756"
"25","6.0","35.933","61.637"
"25","7.0","35.934","61.739"
"25","8.0","35.934","62.015"
"25","9.0","35.933","62.387"
"25","10.0","35.931","62.78"
"25","11.0","35.927","63.156"
"25","12.0","35.923","63.5"
"25","13.0","35.917","63.801"
"25","14.0","35.911","64.052"
"25","15.0","35.904","64.256"
"25","16.0","35.897","64.433"
"25","17.0","35.889","64.574"
"25","18.0","35.881","64.662"
"25","19.0","35.872","64.71"
"25","20.0","35.862","64.723"
"25","21.0","35.853","64.707"
"25","22.0","35.842","64.664"
"25","23.0","35.832","64.57"
"25","24.0","35.821","64.481"
"25","25.0","35.81","64.391"
"25","26.0","35.799","64.282"
"25","27.0","35.787","64.154"
"25","28.0","35.775","64.007"
"25","29.0","35.763","63.842"
"25","30.0","35.751","63.659"
"25","31.0","35.739","63.46"
"25","32.0","35.726","63.274"
"25","33.0","35.714","63.113"
"25","34.0","35.701","62.918"
"25","35.0","35.688","62.701"
"25","36.0","35.676","62.461"
"25","37.0","35.663","62.202"
"25","38.0","35.65","61.928"
"25","39.0","35.637","61.642"
"25","40.0","35.624","61.346"
"25","41.0","35.61","61.04"
"25","42.0","35.597","60.73"
"25","43.0","35.584","60.432"
"25","44.0","35.571","60.147"
"25","45.0","35.557","59.919"
"25","46.0","35.544","59.679"
"25","47.0","35.531","59.429"
"25","48.0","35.518","59.172"
"25","49.0","35.506","58.917"
"25","50.0","35.493","58.661"
"25","51.0","35.48","58.446"
"25","52.0","35.467","58.168"
"25","53.0","35.455","57.896"
"25","54.0","35.442","57.633"
"25","55.0","35.43","57.376"
"25","56.0","35.417","57.123"
"25","57.0","35.405","56.875"
"25","58.0","35.393","56.633"
"25","59.0","35.381","56.391"
"25","60.0","35.369","56.15"
"25","61.0","35.357","55.911"
"25","62.0","35.345","55.672"
"25","63.0","35.333","55.434"
"25","64.0","35.321","55.199"
"25","65.0","35.31","54.966"
"25","66.0","35.298","54.733"
